task,marker,feature,n,n_pd,n_elderly,beta_pd,se,t,p,q
B1,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,41,24,17,-0.4831299977913617,0.41053752276813393,-1.1768229966745987,0.24678166630055945,0.41316122015599016
B1,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,41,24,17,-0.2955391774779877,0.6033655069986663,-0.48981782029286763,0.6271546022918453,0.7534522410788878
B1,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,41,24,17,-0.18700218988446332,0.35539561771192624,-0.5261803482226448,0.6019029394303949,0.7381403863736211
B1,spectralFlux_sma3_amean,spectralFlux_sma3_amean,41,24,17,-0.029575171553698862,0.01850861864792896,-1.5979134972889077,0.1185685212984148,0.24769210384001192
B1,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_stddevNorm,41,24,17,0.2945881765465904,0.08130288744379968,3.6233421199243803,0.0008684246381798255,0.004702853425219978
B1,mfcc1_sma3_amean,mfcc1_sma3_amean,41,24,17,0.5122452677118174,1.3079698920063887,0.3916338371719304,0.6975753280453377,0.8037216174907275
B1,mfcc1_sma3_stddevNorm,mfcc1_sma3_stddevNorm,41,24,17,-0.10015023123581368,0.038925720798274666,-2.5728548934218507,0.0142317753789168,0.047149034667093775
B1,mfcc2_sma3_amean,mfcc2_sma3_amean,41,24,17,10.644954660528338,1.5383723557351903,6.9196216513141255,3.6284032059871604e-08,8.375068383655608e-07
B1,mfcc2_sma3_stddevNorm,mfcc2_sma3_stddevNorm,41,24,17,6.0249291997784775,2.491341592797805,2.418347294163067,0.020629884167615253,0.06460104295567204
B1,mfcc3_sma3_amean,mfcc3_sma3_amean,41,24,17,5.3984954217613215,1.051212383566925,5.135494507250189,9.273991178085458e-06,0.00010530467402213165
B1,mfcc3_sma3_stddevNorm,mfcc3_sma3_stddevNorm,41,24,17,-1.8546316449289848,0.46258304808823697,-4.009294444735503,0.0002837042916551916,0.0018493316789375454
B1,mfcc4_sma3_amean,mfcc4_sma3_amean,41,24,17,12.756231067476364,1.6393695591500064,7.781180879124239,2.6496529226548002e-09,8.290469589106575e-08
B1,mfcc4_sma3_stddevNorm,mfcc4_sma3_stddevNorm,41,24,17,2.2529813020898874,2.8338218015394028,0.7950328072379187,0.4316650356242188,0.6030553123348501
B1,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,41,24,17,-0.00014270139890792868,0.0015639887687828318,-0.09124195886584627,0.9277925323337597,0.9549209689517059
B1,jitterLocal_sma3nz_stddevNorm,jitterLocal_sma3nz_stddevNorm,41,24,17,0.5018243654438359,0.12064379925066271,4.1595537322327765,0.00018180890143987738,0.0012487167474504748
B1,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,41,24,17,-0.23421634915433936,0.05097830920483483,-4.594431490719705,4.900847939181486e-05,0.0004207557255102154
B1,shimmerLocaldB_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_stddevNorm,41,24,17,0.21113033519014143,0.03409110806168577,6.193120352911793,3.440016070354614e-07,5.979682255628762e-06
B1,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,41,24,17,2.222604439499468,0.4033752669119384,5.510016656486498,2.8941716748624275e-06,3.99509188059441e-05
B1,HNRdBACF_sma3nz_stddevNorm,HNRdBACF_sma3nz_stddevNorm,41,24,17,-0.2485655896218697,0.025255892621909432,-9.841884955047663,7.071746653250771e-12,4.148758036573786e-10
B1,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_amean,41,24,17,4.1031684117923035,1.060264363103368,3.869948434164504,0.00042672966338121307,0.0025898076122446035
B1,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_stddevNorm,41,24,17,-0.4443062423616291,1.9747471124002483,-0.2249939952167281,0.8232219746762942,0.8861594345139314
B1,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,41,24,17,3.540112290572539,1.2107470563058076,2.923907410829489,0.00586935723692234,0.023083952484878923
B1,logRelF0-H1-A3_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_stddevNorm,41,24,17,-0.13152923467211083,0.02472346809161815,-5.320015548979652,5.229115461631821e-06,6.880929504651967e-05
B1,F1frequency_sma3nz_amean,F1frequency_sma3nz_amean,41,24,17,-16.356235246213807,20.49754496564944,-0.7979606959576966,0.4299851613333502,0.6024070717983653
B1,F1frequency_sma3nz_stddevNorm,F1frequency_sma3nz_stddevNorm,41,24,17,-0.0027180956160735847,0.00801298888352325,-0.33921120515500564,0.7363684485289523,0.8334459610359847
B1,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_amean,41,24,17,34.93721307214348,11.548026038618618,3.0253839881644993,0.004498282999011182,0.018849947805380192
B1,F1bandwidth_sma3nz_stddevNorm,F1bandwidth_sma3nz_stddevNorm,41,24,17,-0.031815050403319736,0.0033774260842805793,-9.419910194747198,2.2796354704689023e-11,1.1463309794357908e-09
B1,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_amean,41,24,17,-15.726483383383387,6.341698558505474,-2.4798535027009536,0.017821218446492017,0.05714599202885835
B1,F1amplitudeLogRelF0_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_stddevNorm,41,24,17,0.19333878049655337,0.056446217969215,3.4251857334710665,0.0015178841027956608,0.007525284565972854
B1,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,41,24,17,-17.993512135695937,24.29846468083399,-0.7405205379041401,0.4636578532112253,0.6333969878815601
B1,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,41,24,17,0.0015494120703360807,0.004290259735234142,0.3611464493889252,0.7200439985085991,0.820908461457577
B1,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_amean,41,24,17,56.65411601474881,19.2218711774653,2.947377780846179,0.005521160244634205,0.021959868995607236
B1,F2bandwidth_sma3nz_stddevNorm,F2bandwidth_sma3nz_stddevNorm,41,24,17,-0.039522413860618937,0.008513986694601365,-4.642057273319408,4.2380900173371625e-05,0.00037295192152567033
B1,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_amean,41,24,17,-16.60437803253211,5.925726352798277,-2.802083161449247,0.008031814823844683,0.030129143036284695
B1,F2amplitudeLogRelF0_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_stddevNorm,41,24,17,0.16979585063692762,0.04400187864370166,3.8588318469723304,0.00044076818541790474,0.0026412747222829673
B1,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,41,24,17,22.00159302469109,27.420553227749544,0.8023759711173706,0.4274593862020747,0.6000626278888546
B1,F3frequency_sma3nz_stddevNorm,F3frequency_sma3nz_stddevNorm,41,24,17,-0.006579223118212995,0.0038575380000711096,-1.7055497879973482,0.0964749984556266,0.21595675329971742
B1,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_amean,41,24,17,32.56104769382148,24.387946225450275,1.3351287309237252,0.1899910752928328,0.34561683980918423
B1,F3bandwidth_sma3nz_stddevNorm,F3bandwidth_sma3nz_stddevNorm,41,24,17,-0.008698574520773557,0.0170575831870779,-0.5099535160035583,0.6131126990484036,0.7433061792700913
B1,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,41,24,17,-17.139529301863547,5.6272445774428625,-3.0458120428190285,0.004261550043763636,0.018073079703672286
B1,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,41,24,17,0.1706699220497659,0.03787751447176618,4.505837419110033,6.416566137148384e-05,0.0005345872852724808
B1,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_amean,41,24,17,-5.8625234060836595,1.246280777964122,-4.7040149457014495,3.506685641732622e-05,0.00032061125867269687
B1,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,41,24,17,0.26954579531594647,0.03813890829194981,7.067475378492703,2.30506640402163e-08,6.123648107287651e-07
B1,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,41,24,17,6.381137612374659,1.241446934068179,5.14008085022522,9.143066549891085e-06,0.00010466209514021665
B1,hammarbergIndexV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_stddevNorm,41,24,17,-0.17156550465028708,0.014890943741977228,-11.521466175891046,8.428840276802548e-14,6.9810630057282284e-12
B1,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_amean,41,24,17,-0.06851560140205636,0.003885475695670804,-17.63377428364728,1.3541696055882135e-19,2.7238154352402925e-17
B1,slopeV0-500_sma3nz_stddevNorm,slopeV0-500_sma3nz_stddevNorm,41,24,17,8.39821279351499,4.993405322794923,1.681860824551354,0.10101866516988273,0.22363880591068377
B1,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_amean,41,24,17,0.0031507464642150027,0.002257408145053826,1.3957362877061277,0.17111391813203242,0.32779373704748527
B1,slopeV500-1500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_stddevNorm,41,24,17,-0.12330153217662757,0.3674681714775491,-0.3355434340907558,0.7391104172819822,0.8342738082240037
B1,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_amean,41,24,17,-0.03696943814953834,0.026028062847562577,-1.420368406440988,0.16387282812437087,0.3160725232864578
B1,spectralFluxV_sma3nz_stddevNorm,spectralFluxV_sma3nz_stddevNorm,41,24,17,0.1420957261085601,0.041722533961653416,3.4057309711619688,0.0016023599318548563,0.007888541202977755
B1,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_amean,41,24,17,2.8012645177399667,1.0722697501843357,2.612462505128394,0.012915135869220417,0.04425701244292182
B1,mfcc1V_sma3nz_stddevNorm,mfcc1V_sma3nz_stddevNorm,41,24,17,-0.14804698890060397,0.015382310659703715,-9.6244960965738,1.2887197991789675e-11,6.720435100903653e-10
B1,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_amean,41,24,17,10.621198786374542,2.4196888456523884,4.38948950211443,9.125226272503955e-05,0.0007098518558942303
B1,mfcc2V_sma3nz_stddevNorm,mfcc2V_sma3nz_stddevNorm,41,24,17,0.11166503199892705,0.8258932674310742,0.13520516076642577,0.8931825460895322,0.9311156731368978
B1,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_amean,41,24,17,6.393061439065859,1.467878270320516,4.355307635741425,0.00010115814133512382,0.0007698954756748884
B1,mfcc3V_sma3nz_stddevNorm,mfcc3V_sma3nz_stddevNorm,41,24,17,-1.5962474012080228,0.4766216969623358,-3.349086731429609,0.0018747190401792945,0.008928272984228363
B1,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_amean,41,24,17,10.351285616225969,2.20284594962273,4.699051069821191,3.560374659751725e-05,0.0003234198400600277
B1,mfcc4V_sma3nz_stddevNorm,mfcc4V_sma3nz_stddevNorm,41,24,17,-196.62277644429284,259.44788361400987,-0.7578507625709361,0.45334037320868126,0.6245628625027625
B1,alphaRatioUV_sma3nz_amean,alphaRatioUV_sma3nz_amean,41,24,17,-8.866723975894422,0.7804309242091054,-11.36131808831131,1.2658405166350324e-13,9.90168581901181e-12
B1,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,41,24,17,10.143229310234823,0.815702511237999,12.43496148472113,8.812378681777064e-15,8.862735131387219e-13
B1,slopeUV0-500_sma3nz_amean,slopeUV0-500_sma3nz_amean,41,24,17,-0.09300494099852463,0.004142179695302659,-22.45314009529685,3.757701047263903e-23,5.2908430745475755e-20
B1,slopeUV500-1500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,41,24,17,0.00893261521213116,0.0018137893481041127,4.9248360739730295,1.779015326691946e-05,0.00017764919006966383
B1,spectralFluxUV_sma3nz_amean,spectralFluxUV_sma3nz_amean,41,24,17,-0.006562580781476077,0.008277978313295624,-0.792775788133635,0.4329626974427791,0.6041739127843736
B1,loudnessPeaksPerSec,loudnessPeaksPerSec,41,24,17,-0.5697608271790345,0.21959356683252076,-2.5946152949625283,0.013493890484405992,0.0453446248258798
B1,VoicedSegmentsPerSec,VoicedSegmentsPerSec,41,24,17,-0.44868465986035655,0.12677067598423067,-3.5393410690353155,0.0011019653196731713,0.005789429739178452
B1,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,41,24,17,0.035812620363409514,0.016535228052002537,2.165837704250613,0.036840241434473904,0.1025119761654926
B1,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,41,24,17,0.02434304915987351,0.014904670581179507,1.6332497271433877,0.11089877920883569,0.23766435483415624
B1,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,41,24,17,0.11017032335664682,0.048802766844822355,2.2574606006859046,0.029969917526314532,0.08664813937792784
B1,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,41,24,17,0.15435419354732527,0.0746561504222951,2.0675348604798858,0.045730786648558,0.1212597883261199
B1,equivalentSoundLevel_dBp,equivalentSoundLevel_dBp,41,24,17,-0.383626178319715,1.7016659644051717,-0.22544152985619245,0.8228764107966846,0.8861594345139314
B2,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_amean,38,20,18,-0.8904346374825935,0.7396977476403634,-1.203781734259812,0.23698827835646236,0.40012629078038076
B2,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,38,20,18,-0.052014921210266504,0.011166655602916072,-4.658057260822415,4.7466253254373076e-05,0.00041187448099565537
B2,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,38,20,18,0.4347975517654734,0.7668884332573848,0.5669632412092278,0.5744634886347796,0.7202534211912464
B2,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,38,20,18,-0.022939932013982367,0.7680578476028176,-0.029867453454944966,0.9763473987158646,0.9826284041400553
B2,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,38,20,18,-0.9996709025579353,0.8157059230473762,-1.2255285566926972,0.22879790732127195,0.3900090236178582
B2,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,38,20,18,-1.4344684543234172,0.3905330425761967,-3.6731039321558527,0.0008173566922513551,0.004460613266239953
B2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,38,20,18,-34.46580743219609,32.77313478998308,-1.0516481762596102,0.3003783052234056,0.47729071752293345
B2,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,38,20,18,-188.85900447056466,69.20791946515124,-2.728864065414684,0.009988369236783094,0.036153274769641634
B2,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,38,20,18,-50.16813473971899,12.462590410933833,-4.025498157726893,0.0003009797307099661,0.001926270276543783
B2,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,38,20,18,-132.164787962357,33.2245561685369,-3.9779248605137076,0.0003449587787820667,0.0021586753801117776
B2,loudness_sma3_amean,loudness_sma3_amean,38,20,18,-0.08258372523128384,0.040492549823298966,-2.039479499109391,0.049234467878796984,0.12696360947499297
B2,loudness_sma3_stddevNorm,loudness_sma3_stddevNorm,38,20,18,0.19633854852854848,0.038027752832915825,5.1630331508466885,1.0554676778347556e-05,0.00011624738650950883
B2,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,38,20,18,-0.047575483710118126,0.010456829817571664,-4.549704311929439,6.536828614913405e-05,0.0005363257979412688
B2,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,38,20,18,-0.10507103621005821,0.03383129047167619,-3.105735393038716,0.0038149161313569594,0.016376225344361582
B2,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,38,20,18,-0.09244059394705219,0.07390164265052458,-1.2508598000209135,0.21952518982132918,0.37832492933712547
B2,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,38,20,18,-0.04486511815392224,0.06893798445004493,-0.6508040307797684,0.519547289767098,0.6742143631263354
B2,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,38,20,18,-1.1201222602498129,0.8029192714973996,-1.395062118961035,0.17204417008889675,0.32868139957281767
B2,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,38,20,18,-0.3692334852709733,0.4271229855472937,-0.8644664365179417,0.393389955970993,0.5675133791056948
B2,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,38,20,18,-0.19371710634121833,0.6419986764239686,-0.30174066311203696,0.7646877338788409,0.8477797868515023
B2,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,38,20,18,-0.09624152178213471,0.3618859500305008,-0.2659443445483949,0.7918881631158993,0.8683633439775593
B2,spectralFlux_sma3_amean,spectralFlux_sma3_amean,38,20,18,-0.028888939499914622,0.020770862104225206,-1.390839694325352,0.1733103871139068,0.3289940566151924
B2,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_stddevNorm,38,20,18,0.28830025387298885,0.06996041187373482,4.1209056114951945,0.00022866942072672023,0.0015331740208724862
B2,mfcc1_sma3_amean,mfcc1_sma3_amean,38,20,18,0.17973380910805314,1.3158951972846507,0.13658672018784915,0.892163052768107,0.9311156731368978
B2,mfcc1_sma3_stddevNorm,mfcc1_sma3_stddevNorm,38,20,18,-0.05394428822929136,0.038002439554175,-1.4194954024567341,0.16485863523552882,0.3171051344421101
B2,mfcc2_sma3_amean,mfcc2_sma3_amean,38,20,18,10.025726395186474,1.6993341990210309,5.899796756260301,1.1619820379810325e-06,1.81785634386366e-05
B2,mfcc2_sma3_stddevNorm,mfcc2_sma3_stddevNorm,38,20,18,4.014434712328905,3.095607413469592,1.296816480946943,0.20342649031078458,0.36164709388583927
B2,mfcc3_sma3_amean,mfcc3_sma3_amean,38,20,18,6.1140335948051785,1.404134569499554,4.35430743435387,0.00011602492806751472,0.0008643550196775699
B2,mfcc3_sma3_stddevNorm,mfcc3_sma3_stddevNorm,38,20,18,-3.5304091485688387,3.3591517305521514,-1.0509823407079433,0.3006795926440639,0.47729071752293345
B2,mfcc4_sma3_amean,mfcc4_sma3_amean,38,20,18,12.279919099096015,1.725056057633682,7.118562347440927,3.163149722614662e-08,7.54866916854482e-07
B2,mfcc4_sma3_stddevNorm,mfcc4_sma3_stddevNorm,38,20,18,-20.32968900781804,43.41810239636438,-0.46823071220911644,0.6426075304420215,0.763537048829001
B2,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,38,20,18,-0.0010875090715809692,0.001579586256761847,-0.6884771673123844,0.49582350780036366,0.6592252115041662
B2,jitterLocal_sma3nz_stddevNorm,jitterLocal_sma3nz_stddevNorm,38,20,18,0.31703692128244887,0.14040091668788318,2.2580829866462664,0.030472261199908732,0.08774017130771267
B2,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,38,20,18,-0.2005860727346462,0.05051629156615596,-3.970720464940689,0.0003521440927111038,0.002193888860784222
B2,shimmerLocaldB_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_stddevNorm,38,20,18,0.18187229561678941,0.03343919012416329,5.438896544488013,4.620817503683682e-06,6.255876004987138e-05
B2,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,38,20,18,2.047031146231579,0.40453673035043397,5.060186115753488,1.4352942613792133e-05,0.00014751053430817025
B2,HNRdBACF_sma3nz_stddevNorm,HNRdBACF_sma3nz_stddevNorm,38,20,18,-0.228240524685056,0.029348721581037716,-7.776847248860162,4.761428449181388e-09,1.4264023949888073e-07
B2,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_amean,38,20,18,4.053663247763742,1.1009105863237134,3.682100343226055,0.0007970513934848648,0.004366725144072723
B2,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_stddevNorm,38,20,18,-1.279939285167381,1.0337101922580665,-1.2381993471220831,0.22412384836326602,0.383434238755138
B2,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,38,20,18,2.966630197068053,1.4214224169217484,2.0870855572213554,0.04444883181534096,0.11898090341444881
B2,logRelF0-H1-A3_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_stddevNorm,38,20,18,-0.12901689586007672,0.02374953088078768,-5.432397654828866,4.711683075981557e-06,6.318142639030507e-05
B2,F1frequency_sma3nz_amean,F1frequency_sma3nz_amean,38,20,18,-29.46545184355367,21.523852277001616,-1.368967388567227,0.1799861819352436,0.33476954315036067
B2,F1frequency_sma3nz_stddevNorm,F1frequency_sma3nz_stddevNorm,38,20,18,-0.0031591474342538596,0.008910972047215708,-0.35452332444931817,0.7251362510364215,0.8247106958475618
B2,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_amean,38,20,18,33.99948556255849,12.36893634078585,2.748780058835549,0.009506628899182355,0.034677029766965684
B2,F1bandwidth_sma3nz_stddevNorm,F1bandwidth_sma3nz_stddevNorm,38,20,18,-0.03418410294996001,0.004923543390741748,-6.942988054952444,5.279908046276e-08,1.1437093121779397e-06
B2,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_amean,38,20,18,-14.040136075505934,5.244008010498197,-2.677367396731356,0.011341218000583587,0.04012169584126053
B2,F1amplitudeLogRelF0_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_stddevNorm,38,20,18,0.19575092756350954,0.05196245171465765,3.7671611154616054,0.0006277262872423369,0.0035353544497488416
B2,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,38,20,18,-32.49108020066183,25.44621947965313,-1.276852941814865,0.21030607160424122,0.36738331118954304
B2,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,38,20,18,0.002583795830820081,0.004045667110069351,0.6386575465858804,0.5273248179205101,0.6794603344205067
B2,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_amean,38,20,18,52.69441247755811,20.637011920265135,2.5533935184586123,0.015323714321925513,0.0500598370423924
B2,F2bandwidth_sma3nz_stddevNorm,F2bandwidth_sma3nz_stddevNorm,38,20,18,-0.0381882533278646,0.009070752765045147,-4.210042354480878,0.00017664827752267686,0.0012192194840780833
B2,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_amean,38,20,18,-14.927867262355832,4.9987485051704885,-2.986320925510674,0.005206162552717471,0.021124717216790198
B2,F2amplitudeLogRelF0_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_stddevNorm,38,20,18,0.16630323061172397,0.04060954785418041,4.095175627388929,0.0002462966564350308,0.0016281018415987014
B2,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,38,20,18,4.429786159380498,28.654580658822248,0.1545926011664262,0.8780565606209356,0.9235664914188397
B2,F3frequency_sma3nz_stddevNorm,F3frequency_sma3nz_stddevNorm,38,20,18,-0.006673027616884891,0.003700439876472443,-1.8033065904711192,0.08020846486269323,0.18657397197107337
B2,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_amean,38,20,18,18.66797529192784,24.338251340043048,0.7670220440699427,0.4483620824057056,0.619522877357442
B2,F3bandwidth_sma3nz_stddevNorm,F3bandwidth_sma3nz_stddevNorm,38,20,18,-0.005718933266387194,0.017106397534406265,-0.3343154661806875,0.7401950509547652,0.83442324399064
B2,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,38,20,18,-15.417363745375507,4.660728144411485,-3.307930277774713,0.0022280426551156913,0.010269204615904606
B2,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,38,20,18,0.16461335609110672,0.03323727413462291,4.9526731772396095,1.9781894921554548e-05,0.00019077334280512878
